x_observed_cm-1,structural_frequency_cm-1,real_measured,imag_measured,real_fit,imag_fit,real_residual,imag_residual
2684.68,3253.318681318681,-0.682087,-0.524422,-0.05191319812880724,-0.0019690780553086873,-0.6301738018711928,-0.5224529219446914
2685.47,3254.6208791208787,-1.17277,0.142027,-0.05045149788730649,-0.0027117136226008087,-1.1223185021126936,0.1447387136226008
2686.26,3255.923076923077,-0.519476,0.743776,-0.048998652201721865,-0.0033836685183390725,-0.4704773477982782,0.747159668518339
2687.05,3257.225274725275,-0.0988535,0.560634,-0.04755639351650565,-0.003994250621802503,-0.051297106483494344,0.5646282506218024
2687.85,3258.543956043956,0.0167967,0.38149,-0.04610753018874874,-0.004558184919568525,0.06290423018874874,0.3860481849195685
2688.64,3259.8461538461534,0.0432484,0.269982,-0.04468850783585082,-0.005068281534716945,0.08793690783585081,0.27505028153471694
2689.44,3261.164835164835,0.0408159,0.201175,-0.043263188819164994,-0.005543472545944145,0.084079088819165,0.20671847254594414
2690.23,3262.467032967033,0.026947,0.158948,-0.04186670463664273,-0.005976954448930177,0.06881370463664273,0.16492495444893018
2691.02,3263.7692307692305,0.00733515,0.135314,-0.04048048245020487,-0.006379229424746086,0.04781563245020487,0.14169322942474608
2691.82,3265.087912087912,-0.015942,0.12742,-0.0390863510133829,-0.006758602539682634,0.023144351013382896,0.13417860253968264
2692.61,3266.39010989011,-0.0406548,0.13668,-0.037718287448862756,-0.007108839863140787,-0.0029365125511372422,0.14378883986314078
2693.41,3267.708791208791,-0.0585842,0.167377,-0.03634073498584989,-0.007441672876160765,-0.022243465014150116,0.17481867287616076
2694.2,3269.0109890109884,-0.0486613,0.212354,-0.03498721984150228,-0.0077512304818800615,-0.01367408015849772,0.22010523048188005
2694.99,3270.3131868131863,-0.00943993,0.231389,-0.03363958420154699,-0.00804391881017777,0.02419965420154699,0.23943291881017778
2695.79,3271.631868131868,0.0113379,0.21467,-0.03227999199500829,-0.008325018850730032,0.04361789199500829,0.22299501885073003
2696.58,3272.9340659340655,6.39316e-05,0.195656,-0.030941584644791346,-0.008589152373416953,0.031005516244791347,0.20424515237341695
2697.38,3274.252747252747,-0.0298641,0.184935,-0.02958965070576791,-0.00884448815083716,-0.0002744492942320896,0.19377948815083715
2698.17,3275.554945054945,-0.0708728,0.177366,-0.02825721127846048,-0.009085936204886846,-0.04261558872153952,0.18645193620488684
2698.97,3276.873626373626,-0.119635,0.164847,-0.02690978147264539,-0.009320782378401449,-0.09272521852735462,0.17416778237840144
2699.76,3278.1758241758243,-0.171726,0.139742,-0.02558034461712884,-0.009544190028579813,-0.14614565538287116,0.14928619002857982
2700.56,3279.494505494505,-0.219824,0.0974982,-0.024234566850176685,-0.009762763703149963,-0.1955894331498233,0.10726096370314996
2701.35,3280.796703296703,-0.255963,0.0390392,-0.022905461786421652,-0.009971885380812257,-0.23305753821357833,0.04901108538081226
2702.15,3282.1153846153848,-0.275839,-0.0303287,-0.0215587738242059,-0.010177635166313093,-0.2542802261757941,-0.020151064833686907
2702.94,3283.4175824175823,-0.280695,-0.105424,-0.02022760472806539,-0.010375579932990653,-0.2604673952719346,-0.09504842006700935
2703.74,3284.7362637362635,-0.275264,-0.185019,-0.018877709572751325,-0.010571400406616999,-0.2563862904272487,-0.174447599593383
2704.53,3286.038461538462,-0.26478,-0.272977,-0.01754232861353769,-0.010760815819737729,-0.24723767138646233,-0.26221618418026227
