wavenumber_cm-1,real_raw,imag_raw,real_smooth,imag_smooth,real_water_model,imag_water_model,real_residual,imag_residual
2774.91,0.890897,-0.558962,-0.25634923529411763,-0.4268930117647059,-0.03221056387057694,0.0034080351407825126,-0.2241386714235407,-0.4303010469054884
2775.72,0.751859,-1.47649,-0.23903911176470588,-0.41814083529411766,-0.03222652426794972,0.0033943426399162804,-0.20681258749675616,-0.42153517793403394
2776.52,-0.149759,-1.9911,-0.2221562882352941,-0.4261600705882353,-0.0322423230478021,0.0033807894795359235,-0.18991396518749198,-0.4295408600677712
2777.33,-1.18701,-1.81067,-0.20533064117647054,-0.4533830117647059,-0.0322583552918676,0.0033670366568765053,-0.17307228588460294,-0.4567500484215824
2778.13,-1.94174,-0.880913,-0.18723949999999995,-0.5048269529411765,-0.03227422525296981,0.00335342357568723,-0.15496527474703015,-0.5081803765168638
2778.94,-1.62157,0.291851,-0.16486661176470588,-0.590394011764706,-0.03229032979299926,0.003339609732696482,-0.13257628197170662,-0.5937336214974025
2779.74,-0.774833,0.583395,-0.13040597058823528,-0.7303971294117647,-0.032306271380307554,0.003325936035862406,-0.09809969920792772,-0.7337230654476271
2780.54,-0.265196,0.361343,-0.056947323529411745,-0.9738469529411764,-0.03232224872451552,0.003312231957965854,-0.024625074804896223,-0.9771591848991422
2781.35,-0.0370506,0.0705128,0.22865232352941176,-1.4960987176470588,-0.032338462328983894,0.003298325446713101,0.26099078585839564,-1.499397043093772
2782.15,0.0636501,-0.201912,1.3590348529411762,0.3734284588235294,-0.03235451197002571,0.003284559694399136,1.391389364911202,0.37014389912913026
2782.96,0.114001,-0.469161,1.1399160882352941,0.9618213999999998,-0.03237079900307401,0.003270590374583075,1.172286887238368,0.9585508096254167
2783.76,0.152334,-0.764822,0.9826772058823527,1.3290402235294114,-0.03238692139199292,0.003256762227818503,1.0150641272743457,1.3257834613015929
2784.57,0.207882,-1.13716,0.9019395588235293,1.5801761058823527,-0.03240328231152237,0.003242729365168416,0.9343428411350516,1.5769333765171842
2785.38,0.323928,-1.66816,0.881418382352941,1.7134892235294115,-0.03241968057765635,0.003228664252788942,0.9138380629305973,1.7102605592766225
2786.18,0.604947,-2.53405,0.8587089705882353,1.734646870588235,-0.03243591316810215,0.003214740943171546,0.8911448837563374,1.7314321296450634
2786.98,1.42088,-4.23649,0.8030779705882352,1.706906576470588,-0.03245218241550215,0.0032007858056799015,0.8355301530037373,1.703705790664908
2787.79,5.33387,-9.01089,0.7349371470588234,1.6664889882352938,-0.032468692491371486,0.0031866236119487907,0.7674058395501949,1.663302364623345
2788.6,20.1074,31.223,0.6751401235294117,1.6197242352941175,-0.0324852403800482,0.00317242840535923,0.7076253639094598,1.6165518068887583
2789.4,-2.97316,8.52619,0.6451367647058823,1.5720590588235295,-0.03250162120462626,0.0031583758531515513,0.6776383859105086,1.568900682970378
2790.21,-2.82282,4.25162,0.655875,1.5563132941176472,-0.03251824460282833,0.003144114446668395,0.6883932446028284,1.5531691796709788
2791.01,-2.55955,2.45864,0.6704304117647057,1.5945753529411761,-0.03253470023584947,0.0031299961263607586,0.7029651120005552,1.5914453568148155
2791.82,-2.2906,1.38541,0.6680313529411763,1.6699278235294117,-0.03255139961220554,0.00311566773652832,0.7005827525533819,1.6668121557928834
2792.63,-2.00763,0.651531,0.6484690399999996,1.7790789411764707,-0.03256813739151862,0.003101305347165971,0.6810371773915183,1.7759776358293047
