wavenumber_cm-1,experiment_smooth,fit_I+VI+VII,baseline_I+VI+VII,residual_I+VI+VII,component_I_I+VI+VII,component_VI_I+VI+VII,component_VII_I+VI+VII,fit_I+VI+VIII,baseline_I+VI+VIII,residual_I+VI+VIII,component_I_I+VI+VIII,component_VI_I+VI+VIII,component_VIII_I+VI+VIII,fit_I+VI+VII+VIII,baseline_I+VI+VII+VIII,residual_I+VI+VII+VIII,component_I_I+VI+VII+VIII,component_VI_I+VI+VII+VIII,component_VII_I+VI+VII+VIII,component_VIII_I+VI+VII+VIII
3309.2,0.2206123529411764,0.22970508480245913,0.4462998788176624,-0.009092731861282732,-0.0,-0.2165947940152033,-0.0,0.20817501447313808,0.15361150036475518,0.012437338468038323,-0.0013650222257913628,-0.04372895396606524,0.09965749030023947,0.21058022037093196,0.16024699083704655,0.010032132570244434,-0.001198429068348528,-0.04326058315443405,-0.007190897312263074,0.10198313906893106
3310.0,0.2201617647058823,0.2295995524229739,0.4454952845635549,-0.009437787717091584,-0.0,-0.215895732140581,-0.0,0.20798264120913032,0.1533597406881168,0.012179123496751987,-0.001380422262841306,-0.04365416751638466,0.09965749030023947,0.21027871319669672,0.15998362382737347,0.009883051509185586,-0.0012127052430324927,-0.043242711613289374,-0.007271498368845826,0.10202200459449091
3310.9,0.2149341176470588,0.2294808284960532,0.444590116027684,-0.014546710848994393,-0.0,-0.21510928753163083,-0.0,0.20794979839001193,0.15307651105189865,0.006984319257046873,-0.0013886975968359244,-0.04356824384874079,0.09983022878369001,0.21000563296701405,0.1596873359414913,0.0049284846800447535,-0.0012266435129753663,-0.04312241812173804,-0.00735464593425476,0.10202200459449091
3311.8,0.2148847058823529,0.2290367913220488,0.44368494749181314,-0.0141520854396959,-0.0,-0.21464815616976438,-0.0,0.20779832288849978,0.15279328141568052,0.007086382993853113,-0.001402199604434292,-0.043530185993492204,0.09993742707074577,0.20972641290612817,0.1593910480556091,0.005158292976224721,-0.001231473987512554,-0.04304967922136789,-0.0074054865350914245,0.10202200459449091
3312.6,0.2158988235294117,0.2290138644886822,0.4428803532377061,-0.01311504095927049,-0.0,-0.2138664887490239,-0.0,0.20762833944746883,0.15254152173904229,0.008270484081942864,-0.001421434767888975,-0.043429174594430256,0.09993742707074577,0.2094739341115822,0.1591276810459362,0.00642488941782951,-0.0012483668195509856,-0.043017564753095525,-0.0075027685752302445,0.10211495321352274
3313.5,0.2155141176470587,0.22913137915369303,0.4419751847018352,-0.013617261506634337,-0.0,-0.2128438055481422,-0.0,0.20741322200706552,0.15225829210282413,0.008100895639993166,-0.0014269474714149774,-0.04335554969508939,0.09993742707074577,0.20937675470149447,0.158831393160054,0.006137362945564218,-0.0012596090666130108,-0.042911106895261834,-0.007591703014409494,0.1023077805177248
3314.4,0.216795294117647,0.22861943292229714,0.44107001616596436,-0.011824138804650136,-0.0,-0.21245058324366722,-0.0,0.2071374938467573,0.151975062466606,0.009657800270889694,-0.0014435776696752757,-0.04333141802091919,0.09993742707074577,0.20909992556726328,0.15853510527417183,0.007695368550383719,-0.0012671355640310469,-0.04282371777435389,-0.007652106886248405,0.1023077805177248
3315.2,0.2153523529411764,0.2283827932664022,0.4402654219118573,-0.013030440325225795,-0.0,-0.21188262864545507,-0.0,0.20726450154797296,0.15172330278996776,0.008087851393203449,-0.0014596846424680266,-0.043216480440778846,0.10021736384125207,0.20886370389847583,0.15827173826449892,0.006488649042700578,-0.0012801450969809175,-0.0426936800965224,-0.00774198969024454,0.1023077805177248
3316.1,0.2162447058823529,0.22842576389039776,0.4393602533759864,-0.012181058008044865,-0.0,-0.21093448948558866,-0.0,0.20704938410756968,0.1514400731537496,0.009195321774783216,-0.0014651973459940291,-0.04314285554143797,0.10021736384125207,0.20874185207055643,0.15797545037861674,0.007502853811796467,-0.0012896473150025367,-0.042601057872406346,-0.007806010713648981,0.10246311759299757
3317.0,0.21261,0.22846747386750477,0.4384550848401155,-0.015857473867504773,-0.0,-0.2099876109726108,-0.0,0.2068854960827451,0.15115684351753148,0.005724503917254903,-0.0014829000401904565,-0.04300581123584799,0.10021736384125207,0.2085941108188728,0.15767916249273456,0.004015889181127191,-0.0013027971405495395,-0.04249983311778075,-0.00787597785649014,0.10259355644095866
