wavenumber_cm-1,real_smooth,imag_smooth,real_fit,imag_fit,real_residual,imag_residual
3400.07,-0.028696647058823528,-0.04223686470588235,-0.02870798754628032,-0.04255572583017656,1.1340487456792253e-05,0.0003188611242942105
3400.95,-0.028465658823529406,-0.04202014705882353,-0.028483656705780794,-0.042537288981401855,1.7997882251388764e-05,0.000517141922578325
3401.83,-0.02808908235294117,-0.04185072941176471,-0.02825128712075984,-0.04252077962660417,0.00016220476781866888,0.0006700502148394641
3402.71,-0.027592858823529406,-0.04179172941176471,-0.0280112145145123,-0.042505343588404465,0.00041835569098289463,0.0007136141766397527
3403.59,-0.027032394117647053,-0.041886094117647064,-0.02776379691290895,-0.04249022179942412,0.000731402795261897,0.0006041276817770544
3404.47,-0.026479958823529406,-0.04214452941176472,-0.027509406787271155,-0.04247473371037231,0.001029447963741749,0.00033020429860759065
3405.35,-0.026007235294117644,-0.042540829411764715,-0.027248425943919505,-0.04245826318747715,0.0012411906498018613,-8.256622428756688e-05
3406.23,-0.02566717058823529,-0.04301652941176471,-0.02698124239005448,-0.042440246507268485,0.001314071801819191,-0.0005762829044962253
3407.11,-0.025480288235294114,-0.04349440000000001,-0.02670824877670084,-0.042420162112995013,0.0012279605414067252,-0.001074237887004996
3407.99,-0.025429676470588233,-0.04389731176470588,-0.026429841994891352,-0.04239752182339081,0.001000165524303119,-0.0014997899413150759
3408.88,-0.02546634705882353,-0.04416698235294118,-0.02614317587916769,-0.042371552620323376,0.0006768288203441615,-0.001795429732617801
3409.76,-0.025523247058823532,-0.044277176470588236,-0.025855104275725363,-0.042342390819405676,0.0003318572169018312,-0.0019347856511825606
3410.64,-0.02553355294117647,-0.04423775882352941,-0.025562850453482493,-0.04230933315363539,2.9297512306021567e-05,-0.0019284256698940266
3411.52,-0.02544797058823529,-0.04408931176470589,-0.025266842332470073,-0.04227195859149218,-0.00018112825576521718,-0.001817353173213708
3412.4,-0.025246635294117647,-0.04389018823529412,-0.024967522897529664,-0.04222985023031538,-0.0002791123965879827,-0.001660338004978744
3413.28,-0.02494351176470588,-0.043699511764705885,-0.02466535463937531,-0.04218259155214066,-0.00027815712533056994,-0.0015169202125652273
3414.16,-0.024582041176470587,-0.04356100588235295,-0.024360824938801463,-0.04212976327826855,-0.00022121623766912374,-0.0014312426040843998
3415.04,-0.024223064705882348,-0.0434917,-0.024054452427688194,-0.04207094086457181,-0.00016861227819415375,-0.00142075913542819
3415.92,-0.023928947058823525,-0.04347569411764706,-0.02374679452689257,-0.04200569274463495,-0.00018215253193095554,-0.0014700013730121128
3416.81,-0.023746388235294118,-0.04346732352941177,-0.023434951052774662,-0.041932718847924134,-0.0003114371825194556,-0.0015346046814876321
3417.69,-0.02369260588235294,-0.043402552941176474,-0.023126599527856857,-0.0418532077779883,-0.0005660063544960826,-0.001549345163188172
3418.57,-0.023748994117647058,-0.0432161705882353,-0.022818972922724397,-0.041765926759591294,-0.000930021194922661,-0.0014502438286440045
3419.45,-0.023864194117647057,-0.04286002352941177,-0.022512889871220628,-0.041670421357311686,-0.001351304246426429,-0.0011896021721000821
3420.33,-0.02396615294117647,-0.042317364705882356,-0.022209269670450848,-0.0415662420648202,-0.0017568832707256232,-0.0007511226410621547
3421.22,-0.02397968823529412,-0.041609200000000006,-0.021905764828887495,-0.0414516133025144,-0.0020739234064066255,-0.00015758669748560522
3422.1,-0.023844776470588237,-0.040791058823529416,-0.021610385987554052,-0.041328703450607726,-0.002234390483034185,0.0005376446270783097
3422.98,-0.023530705882352947,-0.03994145294117647,-0.021321043563103395,-0.041195925632508616,-0.0022096623192495515,0.0012544726913321438
3423.86,-0.02304294117647059,-0.03914533529411765,-0.02103926671358385,-0.04105301011970502,-0.0020036744628867398,0.0019076748255873674
3424.75,-0.022421376470588235,-0.03847655882352942,-0.020763759570156696,-0.040898009035283456,-0.001657616900431539,0.0024214502117540365
3425.63,-0.02173105294117647,-0.037983529411764715,-0.020502705019377496,-0.04073443463791179,-0.0012283479217989751,0.002750905226147078
3426.51,-0.021047423529411767,-0.03768068823529413,-0.020255173398537402,-0.040560879323569346,-0.0007922501308743647,0.0028801910882752177
3427.39,-0.020439576470588236,-0.03754793529411765,-0.02002363975671211,-0.04037795211084448,-0.00041593671387612705,0.0028300168167268297
3428.28,-0.019954917647058826,-0.03753838235294117,-0.01980851763797209,-0.0401844887836895,-0.00014640000908673623,0.002646106430748328
3429.16,-0.01960964705882353,-0.03759187647058823,-0.019617577576174196,-0.03998647851911378,7.930517350665522e-06,0.0023946020485255473
3430.05,-0.01938768235294118,-0.03765051176470588,-0.019449570566184352,-0.03978182776048883,6.188821324317265e-05,0.002131315995782951
3430.93,-0.0192472,-0.03767444705882352,-0.01931127446272327,-0.03957839006183554,6.407446272327019e-05,0.0019039430030120194
3431.81,-0.019133923529411765,-0.037651170588235285,-0.019203362657940076,-0.03937812537198299,6.943912852831052e-05,0.0017269547837477084
3432.7,-0.018996929411764705,-0.03759678235294117,-0.01912729938569363,-0.039184272738616306,0.00013036997392892533,0.0015874903856751346
3433.58,-0.018802352941176475,-0.03754921176470589,-0.01908594590110368,-0.039007710557920315,0.00028359295992720635,0.0014584987932144272
3434.46,-0.018541623529411768,-0.03755611764705883,-0.01907793809436051,-0.03885363496611251,0.0005363145649487436,0.0012975173190536773
3435.35,-0.018232523529411765,-0.037660805882352946,-0.019101436911096913,-0.03872890727185815,0.0008689133816851477,0.0010681013895052008
3436.23,-0.0179135,-0.03788987647058824,-0.019151237345227907,-0.03864450475911629,0.001237737345227908,0.0007546282885280489
3437.12,-0.017632929411764708,-0.03824530588235294,-0.019221080189480055,-0.03860600709942842,0.001588150777715347,0.0003607012170754806
3438.0,-0.017436111764705883,-0.03870269999999999,-0.01929964004454364,-0.03861989778597989,0.0018635282798377568,-8.280221402010013e-05
3438.88,-0.01735289411764706,-0.0392159294117647,-0.01937604994982592,-0.038688330336509286,0.0020231558321788592,-0.0005275990752554166
3439.77,-0.017389017647058823,-0.03972733529411765,-0.019438413527534743,-0.03881245280692814,0.0020493958804759203,-0.0009148824871895098
3440.65,-0.01752343529411765,-0.04018095294117647,-0.0194731093795992,-0.038985209443321504,0.0019496740854815509,-0.0011957434978549647
3441.54,-0.017712476470588236,-0.04053551764705883,-0.019470243916808367,-0.03920273002341908,0.0017577674462201306,-0.001332787623639753
3442.42,-0.017899858823529412,-0.040773711764705886,-0.0194221440175595,-0.03944987898445673,0.0015222851940300888,-0.001323832780249154
3443.31,-0.01802984705882353,-0.04090531764705883,-0.019323315568627708,-0.03972048177747789,0.001293468509804177,-0.0011848358695809372
3444.19,-0.018060552941176474,-0.04096348235294117,-0.019175105808711446,-0.03999674954251344,0.0011145528675349722,-0.0009667328104277298
3445.08,-0.017973164705882352,-0.040995452941176465,-0.018976337206572835,-0.04027409526090609,0.0010031725006904822,-0.0007213576802703736
3445.96,-0.017773735294117646,-0.041050682352941174,-0.018735924542482633,-0.040537337129230425,0.000962189248364987,-0.0005133452237107497
3446.85,-0.017491729411764707,-0.04116864117647059,-0.018454378744519887,-0.04078551878973512,0.0009626493327551805,-0.00038312238673546967
3447.73,-0.017172299999999998,-0.04136955882352941,-0.01814455806592688,-0.04100836241839408,0.0009722580659268822,-0.0003611964051353292
3448.62,-0.016865394117647058,-0.0416498,-0.017806064666037166,-0.04120810917619028,0.0009406705483901087,-0.00044169082380972335
3449.5,-0.01661395882352941,-0.04198275294117647,-0.017452624932922208,-0.04137906826019696,0.0008386661093927987,-0.0006036846809795091
3450.39,-0.016443941176470588,-0.042325082352941176,-0.017081728136684786,-0.041525124868657975,0.0006377869602141976,-0.0007999574842832008
3451.28,-0.016358470588235294,-0.042627023529411764,-0.016702058147510458,-0.04164505236859279,0.00034358755927516374,-0.0009819711608189743
3452.16,-0.016337841176470587,-0.042844099999999996,-0.01632188929726137,-0.041739345147752904,-1.5951879209216008e-05,-0.0011047548522470918
3453.05,-0.016345117647058822,-0.042947041176470586,-0.015935727237324383,-0.04181188341219192,-0.0004093904097344399,-0.0011351577642786659
3453.94,-0.016335617647058823,-0.04292741176470588,-0.015550371783689678,-0.04186335537154651,-0.0007852458633691457,-0.0010640563931593738
3454.82,-0.01626728823529412,-0.04279771176470588,-0.015172024075082498,-0.04189541100109188,-0.0010952641602116203,-0.0009023007636140001
3455.71,-0.016109158823529413,-0.0425868294117647,-0.01479351986350365,-0.04191061224744845,-0.001315638960025763,-0.0006762171643162479
3456.59,-0.015846152941176472,-0.04233275882352941,-0.01442440332083546,-0.041910314514260846,-0.0014217496203410129,-0.00042244430926856313
3457.48,-0.015480005882352944,-0.042074729411764704,-0.014057037592075435,-0.04189609758700035,-0.0014229682902775088,-0.00017863182476435258
3458.37,-0.015026985882352942,-0.041846570588235286,-0.013696168896754303,-0.041869334272042154,-0.0013308169855986395,2.276368380686733e-05
3459.25,-0.014513074705882355,-0.041672064705882354,-0.013346072011505825,-0.04183181519175054,-0.0011670026943765305,0.00015975048586818613
3460.14,-0.013968603529411767,-0.041562588235294115,-0.012998983830432324,-0.04178384124091152,-0.0009696196989794435,0.00022125300561740696
3461.03,-0.013424498235294121,-0.04151670588235294,-0.012659011736805762,-0.0417268112129189,-0.0007654864984883592,0.00021010533056595865
3461.92,-0.012906216470588237,-0.041522247058823535,-0.012326167410543619,-0.04166163825167001,-0.0005800490600446177,0.0001393911928464775
3462.8,-0.012430161176470588,-0.04156010588235294,-0.012004026662853377,-0.04158998034645109,-0.00042613451361721115,2.987446409814798e-05
3463.69,-0.012002257058823528,-0.04160930588235294,-0.011685183099524056,-0.04151091199940468,-0.0003170739592994725,-9.839388294825835e-05
3464.58,-0.011619247647058822,-0.04165191764705881,-0.011373223286504957,-0.04142583309017347,-0.0002460243605538655,-0.0002260845568853448
